agency,sku,date,volume,price_regular,price_actual,promotions,soda_volume,industry_volume,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,fifa_u_17_world_cup,football_gold_cup,beer_capital,music_fest,avg_max_temp,avg_population_2017,avg_yearly_household_income_2017,timeseries,discount_in_percent
Agency_60,SKU_07,2013-10-01,72.57,1333.497517,1226.587837,106.90968,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2180611,211936,293,8.017238775256
Agency_47,SKU_17,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,32.4,32183,128574,294,0.0
Agency_43,SKU_03,2013-10-01,87.8994,1368.375649,1263.778993,104.596656,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,25.08818182,184082,106262,295,7.643855404503767
Agency_59,SKU_02,2013-10-01,2428.056,1291.105737,1217.633222,73.472515,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1219986,218902,296,5.6906659845474765
Agency_60,SKU_02,2013-10-01,2970.756,1289.644589,1201.168873,88.475716,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2180611,211936,297,6.860472781001217
Agency_53,SKU_15,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1729177,111048,298,0.0
Agency_33,SKU_03,2013-10-01,3.384,1247.952128,1247.952128,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,30.4,39719,91375,299,0.0
Agency_59,SKU_05,2013-10-01,1829.7765,1418.982868,1261.592255,157.390613,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1219986,218902,300,11.091790926400387
Agency_60,SKU_05,2013-10-01,3182.4756,1417.896618,1223.578679,194.317939,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2180611,211936,301,13.704661999553483
Agency_42,SKU_03,2013-10-01,688.3902,1335.43602,1269.61986,65.81616,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,175794,110057,302,4.92843977654579
Agency_33,SKU_18,2013-10-01,12.4362,1218.591511,1195.59162,22.999891,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,30.4,39719,91375,303,1.887415987423533
Agency_60,SKU_01,2013-10-01,11682.036,1288.915712,1193.478247,95.437465,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2180611,211936,304,7.404476810350188
Agency_57,SKU_02,2013-10-01,2732.4,1288.380044,1188.576242,99.803802,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,305,7.746456681379644
Agency_46,SKU_17,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,26.40625,1709754,212229,306,0.0
Agency_57,SKU_05,2013-10-01,2587.2471,1421.514581,1196.679356,224.835225,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,307,15.816596467257764
Agency_37,SKU_04,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,34.69473684,32769,96761,308,0.0
Agency_57,SKU_04,2013-10-01,2292.9237,2046.87235,1904.054819,142.817531,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,309,6.977354059230904
Agency_36,SKU_22,2013-10-01,9.6276,2036.883803,1958.996868,77.886935,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.63125,13110,94238,310,3.8238280890291905
Agency_60,SKU_04,2013-10-01,2276.6292,2051.899374,1942.984712,108.914662,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2180611,211936,311,5.307992359668218
Agency_59,SKU_17,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1219986,218902,312,0.0
Agency_52,SKU_01,2013-10-01,127.98,1239.4375,1226.443397,12.994103,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,30.43617021,149811,131764,313,1.0483871110886995
Agency_58,SKU_04,2013-10-01,1790.6058,2060.258877,1926.740779,133.518098,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1620969,105857,314,6.480646655163034
Agency_36,SKU_04,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.63125,13110,94238,315,0.0
Agency_59,SKU_04,2013-10-01,1877.3181,2054.837061,1865.858432,188.978629,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1219986,218902,316,9.196769543762866
Agency_59,SKU_03,2013-10-01,1111.1364,1323.420676,1179.817184,143.603492,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1219986,218902,317,10.85093308607187
Agency_52,SKU_02,2013-10-01,1000.404,1250.7384,1242.142632,8.595768,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,30.43617021,149811,131764,318,0.6872554644520389
Agency_37,SKU_18,2013-10-01,1.6074,1277.792554,1260.646697,17.145857,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,34.69473684,32769,96761,319,1.3418341612906282
Agency_58,SKU_02,2013-10-01,2678.076,1288.308518,1183.715092,104.593426,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1620969,105857,320,8.118662924186301
Agency_52,SKU_05,2013-10-01,892.4274,1396.510271,1378.865821,17.64445,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,30.43617021,149811,131764,321,1.263467255945445
Agency_58,SKU_05,2013-10-01,1990.1655,1414.927274,1166.374326,248.552948,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1620969,105857,322,17.566482219071283
Agency_48,SKU_01,2013-10-01,3378.305337,1295.097354,1256.596476,38.500878,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,26.40625,1739969,210213,323,2.972817285209279
Agency_57,SKU_03,2013-10-01,1434.7314,1322.719574,1119.937487,202.782087,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,324,15.330693745369794
Agency_57,SKU_01,2013-10-01,8196.012,1288.198909,1182.11245,106.086459,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,325,8.23525452931431
Agency_41,SKU_03,2013-10-01,1179.1548,1335.002346,1241.639766,93.36258,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1573238,125229,326,6.993439395798634
Agency_36,SKU_03,2013-10-01,12.1824,1233.031915,1204.77449,28.257425,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.63125,13110,94238,327,2.291702644209335
Agency_60,SKU_03,2013-10-01,952.7652,1326.648971,1209.253709,117.395262,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2180611,211936,328,8.849007127447582
Agency_57,SKU_07,2013-10-01,125.2275,1339.562167,1304.425622,35.136545,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,329,2.6229872614788468
Agency_52,SKU_04,2013-10-01,221.5413,2058.295397,1543.442175,514.853222,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,30.43617021,149811,131764,330,25.013573015341102
Agency_57,SKU_17,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,331,0.0
Agency_42,SKU_04,2013-10-01,127.9278,1987.791152,1938.493408,49.297744,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,175794,110057,332,2.4800263322633
Agency_42,SKU_02,2013-10-01,216.432,1225.599863,1195.325443,30.27442,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,175794,110057,333,2.470171620768205
Agency_42,SKU_01,2013-10-01,306.18,1225.471715,1209.057231,16.414484,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,175794,110057,334,1.3394420939368645
Agency_42,SKU_05,2013-10-01,522.702,1351.083246,1232.896053,118.187193,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,175794,110057,335,8.747587785571579
Agency_58,SKU_07,2013-10-01,84.075,1373.031891,1325.977628,47.054263,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1620969,105857,336,3.4270335094496356
Agency_60,SKU_23,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2180611,211936,337,0.0
Agency_53,SKU_01,2013-10-01,4464.936,1245.338078,1223.654761,21.683317,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1729177,111048,338,1.7411590782499142
Agency_53,SKU_07,2013-10-01,21.6825,1193.842373,1128.124395,65.717978,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1729177,111048,339,5.504744971889183
Agency_41,SKU_01,2013-10-01,6339.384,1226.123033,1178.336852,47.786181,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1573238,125229,340,3.8973398030929896
Agency_57,SKU_23,2013-10-01,0.0,0.0,0.0,0.0,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,2212416,187351,341,0.0
Agency_53,SKU_02,2013-10-01,7376.724,1247.570416,1218.05399,29.516426,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1729177,111048,342,2.36591262677072
Agency_41,SKU_02,2013-10-01,4856.868,1225.596843,1171.906583,53.69026,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1573238,125229,343,4.3807439866259505
Agency_53,SKU_05,2013-10-01,5427.1548,1400.716887,1336.345211,64.371676,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1729177,111048,344,4.595623612268194
Agency_52,SKU_03,2013-10-01,47.2914,1305.734583,1271.329645,34.404938,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,30.43617021,149811,131764,345,2.634910528367311
Agency_58,SKU_01,2013-10-01,6377.508,1287.21669,1179.2474,107.96929,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1620969,105857,346,8.387809980928697
Agency_41,SKU_05,2013-10-01,3789.909,1346.252299,1226.543693,119.708606,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1573238,125229,347,8.891988974794687
Agency_41,SKU_04,2013-10-01,1627.9164,1992.336847,1883.70917,108.627677,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,29.19772727,1573238,125229,348,5.452274657449028
Agency_58,SKU_03,2013-10-01,512.676,1325.732612,1200.194159,125.538453,791658684,480693900,0,0,0,0,0,0,0,0,0,0,1,0,24.45515695,1620969,105857,349,9.469364475436167
Agency_28,SKU_04,2014-10-01,24.5376,2072.90768,1116.507758,956.399922,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.315625,68666,133669,0,46.13808570577538
Agency_28,SKU_08,2014-10-01,6.0705,1581.780578,1530.405856,51.374722,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.315625,68666,133669,1,3.247904463775759
Agency_16,SKU_01,2014-10-01,8614.62,1337.535272,1236.764603,100.770669,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1232242,246911,2,7.534056941116689
Agency_16,SKU_02,2014-10-01,3801.384,1336.805809,1241.830958,94.974851,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1232242,246911,3,7.104610883688942
Agency_28,SKU_03,2014-10-01,320.1264,1455.031915,1436.856383,18.175532,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.315625,68666,133669,4,1.2491500573030385
Agency_16,SKU_07,2014-10-01,14.6025,1506.494145,1497.437751,9.056394,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1232242,246911,5,0.6011569331389601
Agency_28,SKU_06,2014-10-01,95.688,1297.276313,1288.036894,9.239419,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.315625,68666,133669,6,0.7122167349709406
Agency_29,SKU_03,2014-10-01,0.2538,1457.207447,898.8829787,558.3244683,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,31.0,28329,93614,7,38.31468672833375
Agency_16,SKU_05,2014-10-01,1246.6251,1536.087987,1449.181611,86.906376,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1232242,246911,8,5.657643099581118
Agency_01,SKU_01,2014-10-01,113.292,1302.55649,1248.267052,54.289438,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.08846154,153733,120207,9,4.167914283702199
Agency_49,SKU_23,2014-10-01,0.0,0.0,0.0,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1880416,154532,10,0.0
Agency_29,SKU_08,2014-10-01,2.4282,1614.440327,1601.022054,13.418273,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,31.0,28329,93614,11,0.8311408464959633
Agency_15,SKU_01,2014-10-01,914.328,1339.774673,1279.076939,60.697734,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,200260,104564,12,4.530443456143764
Agency_28,SKU_02,2014-10-01,47.304,1294.343322,1256.378282,37.96504,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.315625,68666,133669,13,2.933150683802887
Agency_08,SKU_01,2014-10-01,173.88,1353.413471,1260.440528,92.972943,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.34375,71662,123610,14,6.869515118044808
Agency_15,SKU_02,2014-10-01,196.992,1339.726568,1283.731162,55.995406,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,200260,104564,15,4.179614507726923
Agency_01,SKU_02,2014-10-01,78.408,1299.830062,1098.897211,200.932851,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.08846154,153733,120207,16,15.45839389887876
Agency_15,SKU_05,2014-10-01,133.1037,1540.968179,1479.60656,61.361619,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,200260,104564,17,3.98201726915738
Agency_29,SKU_04,2014-10-01,19.1061,2065.038745,1841.044208,223.994537,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,31.0,28329,93614,18,10.846989556120898
Agency_28,SKU_05,2014-10-01,1.6614,1781.672535,1722.119448,59.553087,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.315625,68666,133669,19,3.342538307691879
Agency_08,SKU_02,2014-10-01,3.456,1352.84375,1254.408203,98.435547,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.34375,71662,123610,20,7.27619483033425
Agency_01,SKU_05,2014-10-01,17.8281,1672.970241,1466.711722,206.258519,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.08846154,153733,120207,21,12.328881527307455
Agency_08,SKU_05,2014-10-01,6.9012,1521.181534,1382.992958,138.188576,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.34375,71662,123610,22,9.084292236747597
Agency_19,SKU_01,2014-10-01,36.612,1337.375,1244.55506,92.81994,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,48146,122042,23,6.940457238994299
Agency_19,SKU_02,2014-10-01,82.62,1337.386111,1214.820343,122.565768,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,48146,122042,24,9.164576107968868
Agency_12,SKU_04,2014-10-01,1539.4149,2110.697981,1918.144079,192.553902,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1596955,205376,25,9.122759567371757
Agency_16,SKU_04,2014-10-01,1009.1088,2046.320164,1920.459955,125.860209,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1232242,246911,26,6.150562908688613
Agency_19,SKU_05,2014-10-01,96.8085,1583.796054,1430.498048,153.298006,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,48146,122042,27,9.679150646501105
Agency_15,SKU_03,2014-10-01,89.5914,1420.936765,1336.106309,84.830456,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,200260,104564,28,5.97003737882734
Agency_51,SKU_04,2014-10-01,3113.7831,2057.351172,1582.757209,474.593963,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1750152,238870,29,23.06820388561258
Agency_08,SKU_04,2014-10-01,187.3548,2066.720957,1904.954497,161.76646,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.34375,71662,123610,30,7.827203737983869
Agency_15,SKU_04,2014-10-01,127.7361,2063.709341,1981.677983,82.031358,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,200260,104564,31,3.974947264630324
Agency_21,SKU_01,2014-10-01,38.772,1346.724068,1238.376866,108.347202,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,26635,130092,32,8.045241380508244
Agency_16,SKU_03,2014-10-01,168.0156,1416.123174,1333.656489,82.466685,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1232242,246911,33,5.823411869397174
Agency_51,SKU_02,2014-10-01,5198.256,1344.428697,1175.134525,169.294172,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1750152,238870,34,12.59227598888422
Agency_51,SKU_03,2014-10-01,4401.2304,1495.295679,1356.89512,138.400559,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1750152,238870,35,9.255731889264691
Agency_01,SKU_11,2014-10-01,0.0,0.0,0.0,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.08846154,153733,120207,36,0.0
Agency_19,SKU_04,2014-10-01,84.0285,2094.861453,1782.495817,312.365636,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,48146,122042,37,14.911040324536442
Agency_51,SKU_05,2014-10-01,2115.6651,1583.574609,1400.546299,183.02831,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1750152,238870,38,11.557921487234456
Agency_21,SKU_02,2014-10-01,72.468,1347.417023,1241.636198,105.780825,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,26635,130092,39,7.850637419177091
Agency_21,SKU_05,2014-10-01,296.6238,1515.60659,1360.198117,155.408473,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,26635,130092,40,10.253879471453075
Agency_20,SKU_01,2014-10-01,3337.632,1345.491334,1221.555989,123.935345,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1825752,102317,41,9.211158917802438
Agency_20,SKU_07,2014-10-01,10.1775,1373.718909,1373.718909,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1825752,102317,42,0.0
Agency_08,SKU_03,2014-10-01,10.4904,1433.789465,1342.842313,90.947152,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.34375,71662,123610,43,6.343131555928959
Agency_01,SKU_04,2014-10-01,190.1025,2137.20174,1934.64184,202.5599,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.08846154,153733,120207,44,9.47780905325297
Agency_01,SKU_03,2014-10-01,55.6668,1435.015117,1359.45212,75.562997,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.08846154,153733,120207,45,5.265658605601993
Agency_19,SKU_08,2014-10-01,2.8116,1576.478873,1427.434379,149.044494,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,48146,122042,46,9.454265233277248
Agency_20,SKU_02,2014-10-01,9886.32,1346.647019,1206.985099,139.66192,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1825752,102317,47,10.371085966069332
Agency_09,SKU_02,2014-10-01,1500.012,1375.043154,1211.413709,163.629445,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.09818182,1646094,213511,48,11.899949796048364
Agency_19,SKU_03,2014-10-01,64.1268,1462.67389,1327.07759,135.5963,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,48146,122042,49,9.270439632992971
Agency_09,SKU_04,2014-10-01,1315.3815,2097.578192,1765.16543,332.412762,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.09818182,1646094,213511,50,15.847455092153247
Agency_20,SKU_05,2014-10-01,2935.2465,1529.211005,1368.708958,160.502047,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1825752,102317,51,10.495742345249472
Agency_12,SKU_03,2014-10-01,572.8266,1416.858015,1255.117453,161.740562,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1596955,205376,52,11.415438970432051
Agency_09,SKU_05,2014-10-01,1219.4676,1545.633167,1408.617633,137.015534,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.09818182,1646094,213511,53,8.864686455062335
Agency_29,SKU_01,2014-10-01,1.296,1328.885417,1217.791667,111.09375,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,31.0,28329,93614,54,8.359919416588797
Agency_51,SKU_01,2014-10-01,4640.22,1348.685684,1193.093677,155.592007,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1750152,238870,55,11.536565475992699
Agency_29,SKU_06,2014-10-01,6.264,1328.148707,1259.193965,68.954742,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,31.0,28329,93614,56,5.191793783073719
Agency_21,SKU_04,2014-10-01,33.4197,2076.679202,1918.742308,157.936894,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,26635,130092,57,7.605261989810211
Agency_16,SKU_20,2014-10-01,0.0,0.0,0.0,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1232242,246911,58,0.0
Agency_28,SKU_01,2014-10-01,34.668,1292.52317,1256.984034,35.539136,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.315625,68666,133669,59,2.7495937268188393
Agency_09,SKU_01,2014-10-01,4152.816,1373.310801,1206.248089,167.062712,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.09818182,1646094,213511,60,12.164960173498264
Agency_29,SKU_02,2014-10-01,4.428,1319.429878,1310.161586,9.268292,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,31.0,28329,93614,61,0.702446727525144
Agency_51,SKU_07,2014-10-01,8.4075,1462.559983,1462.559983,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1750152,238870,62,0.0
Agency_29,SKU_05,2014-10-01,20.7036,1862.915036,1768.874217,94.040819,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,31.0,28329,93614,63,5.048046592716426
Agency_09,SKU_27,2014-10-01,0.0,0.0,0.0,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.09818182,1646094,213511,64,0.0
Agency_12,SKU_02,2014-10-01,4025.376,1339.112131,1217.33709,121.775041,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1596955,205376,65,9.093715020643032
Agency_23,SKU_01,2014-10-01,34.344,1347.304892,1229.820652,117.48424,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,49101,90240,66,8.719944586974748
Agency_12,SKU_05,2014-10-01,1483.2468,1537.58225,1420.1844,117.39785,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1596955,205376,67,7.6352240668751215
Agency_51,SKU_17,2014-10-01,0.0,0.0,0.0,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,26.04210526,1750152,238870,68,0.0
Agency_23,SKU_02,2014-10-01,44.388,1346.266533,1220.956049,125.310484,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,49101,90240,69,9.307999636651445
Agency_23,SKU_05,2014-10-01,450.0477,1514.872868,1354.393584,160.479284,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,49101,90240,70,10.59358097896833
Agency_21,SKU_03,2014-10-01,24.6186,1394.093552,1278.680083,115.413469,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,26635,130092,71,8.278746346285375
Agency_09,SKU_03,2014-10-01,6582.0492,1457.058319,1281.557624,175.500695,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,32.09818182,1646094,213511,72,12.044864142462647
Agency_20,SKU_04,2014-10-01,1955.2122,2098.331947,1875.341508,222.990439,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1825752,102317,73,10.627033502435637
Agency_23,SKU_04,2014-10-01,13.5468,2071.992122,1907.702316,164.289806,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,49101,90240,74,7.92907483844188
Agency_30,SKU_08,2014-10-01,103.4541,1597.318942,1559.588165,37.730777,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,1094349,247220,75,2.3621316950487903
Agency_30,SKU_03,2014-10-01,9815.8842,1438.425626,1290.884935,147.540691,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.64,1094349,247220,76,10.257095558724425
Agency_24,SKU_01,2014-10-01,1.08,1349.125,1232.203125,116.921875,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,42122,93027,77,8.666496803483739
Agency_24,SKU_02,2014-10-01,110.484,1349.158154,1228.143295,121.014859,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,42122,93027,78,8.969657014725348
Agency_24,SKU_05,2014-10-01,439.7598,1520.130016,1381.005993,139.124023,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,42122,93027,79,9.152113407120565
Agency_21,SKU_21,2014-10-01,0.0,0.0,0.0,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,26635,130092,80,0.0
Agency_23,SKU_03,2014-10-01,8.5446,1392.180851,1277.885638,114.295213,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,49101,90240,81,8.209796372209977
Agency_20,SKU_03,2014-10-01,258.453,1397.169937,1281.224263,115.945674,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1825752,102317,82,8.298609276474863
Agency_32,SKU_01,2014-10-01,2290.248,1289.910238,1246.527479,43.382759,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,27.75882353,1199179,126063,83,3.3632385976922525
Agency_12,SKU_01,2014-10-01,10351.8,1339.092853,1204.837264,134.255589,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1596955,205376,84,10.025861067006977
Agency_32,SKU_02,2014-10-01,3097.332,1290.76183,1252.671305,38.090525,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,27.75882353,1199179,126063,85,2.951011109462386
Agency_24,SKU_04,2014-10-01,38.9151,2073.647887,1904.800281,168.847606,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,42122,93027,86,8.142539871813831
Agency_12,SKU_07,2014-10-01,12.39,1490.334463,1484.809604,5.524859,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,23.6193133,1596955,205376,87,0.37071269149064834
Agency_32,SKU_05,2014-10-01,3196.278,1502.957831,1372.109144,130.848687,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,27.75882353,1199179,126063,88,8.706078394291291
Agency_23,SKU_21,2014-10-01,0.0,0.0,0.0,0.0,790867324,438831227,0,0,0,0,0,0,0,0,0,0,1,0,28.58152174,49101,90240,89,0.0
